1-0-3-7-5-8	万
1-8-5-5-3-4	说你
1-8-5-5-3-5	说好
1-8-5-5-3-6	诸葛
1-8-5-5-3-7	谁啊
1-8-5-5-3-8	谁家
1-8-5-5-3-9	豪门
1-8-5-5-4-0	费用
1-8-5-5-4-1	走的
1-8-5-5-4-2	赶取赶紧
1-8-5-5-4-3	起起床
1-8-5-5-4-4	跟他
1-8-5-5-4-5	路过
1-8-5-5-4-6	跳舞
1-8-5-5-4-7	软件
1-8-5-5-4-8	辛苦
1-8-5-5-4-9	辣鸡
1-8-5-5-5-0	过来
1-8-5-5-5-1	运费
1-8-5-5-5-2	还可以
1-8-5-5-5-3	还在
1-8-5-5-5-4	还是
1-8-5-5-5-5	还能
1-8-5-5-5-6	还行吧
1-8-5-5-5-7	还说
1-8-5-5-5-8	这不是
1-8-5-5-5-9	这么
1-8-5-5-6-0	这会
1-8-5-5-6-1	违章
1-8-5-5-6-2	违章
1-8-5-5-6-3	道理
1-8-5-5-6-4	那么
1-8-5-5-6-5	那你就
1-8-5-5-6-6	那好吧
1-8-5-5-6-7	那就行
1-8-5-5-6-8	那我
1-8-5-5-6-9	那样
1-8-5-5-7-0	邮箱
1-8-5-5-7-1	部分
1-8-5-5-7-2	都样
1-8-5-5-7-3	都在
1-8-5-5-7-4	都是
1-8-5-5-7-5	都有
1-8-5-5-7-6	重庆
1-8-5-5-7-7	错了
1-8-5-5-7-8	锻炼
1-8-5-5-7-9	长春吗
1-8-5-5-8-0	队友
1-8-5-5-8-1	难过
1-8-5-5-8-2	雪霆雪纺
1-8-5-5-8-3	青岛早报
1-8-5-5-8-4	静静
1-8-5-5-8-5	韩信
1-8-5-5-8-6	顺丰
1-8-5-5-8-7	颜色
1-8-5-5-8-8	高考
1-8-5-5-8-9	鲁班
1-8-5-5-9-0	鸡巴
1-8-5-5-9-1	麻将
1-8-5-5-9-2	黄瓜
1-8-5-5-9-3	黄金
1-8-5-5-9-4	一共
1-8-5-5-9-5	一句话
1-8-5-5-9-6	一次
1-8-5-5-9-7	一波
1-8-5-5-9-8	一点
1-8-5-5-9-9	七点
1-8-5-6-0-0	上午
1-8-5-6-0-1	上海
1-8-5-6-0-2	上课
1-8-5-6-0-3	灭
1-8-5-6-0-4	下去
1-8-5-6-0-5	不样
1-8-5-6-0-6	不上
1-8-5-6-0-7	又不不
1-8-5-6-0-8	不会
1-8-5-6-0-9	不可以
1-8-5-6-1-0	不合适
1-8-5-6-1-1	之多
1-8-5-6-1-2	不想去
1-8-5-6-1-3	不懂
1-8-5-6-1-4	不是
1-8-5-6-1-5	不用了
1-8-5-6-1-6	不看
1-8-5-6-1-7	不能
1-8-5-6-1-8	不要
1-8-5-6-1-9	不见
1-8-5-6-2-0	不记得
1-8-5-6-2-1	不说
1-8-5-6-2-2	不说话
1-8-5-6-2-3	两个人
1-8-5-6-2-4	两件
1-8-5-6-2-5	两天
1-8-5-6-2-6	两次
1-8-5-6-2-7	两点
1-8-5-6-2-8	丫头
1-8-5-6-2-9	中路
1-8-5-6-3-0	中间
1-8-5-6-3-1	么么哒
1-8-5-6-3-2	九点
1-8-5-6-3-3	也可以
1-8-5-6-3-4	也行
1-8-5-6-3-5	买个
1-8-5-6-3-6	买了
1-8-5-6-3-7	了没
1-8-5-6-3-8	解
1-8-5-6-3-9	五十
1-8-5-6-4-0	交交易交易
1-8-5-6-4-1	亲戚
1-8-5-6-4-2	亲爱的
1-8-5-6-4-3	人了
1-8-5-6-4-4	人生
1-8-5-6-4-5	什么
1-8-5-6-4-6	身么事
1-8-5-6-4-7	什么意思
1-8-5-6-4-8	什么时候
1-8-5-6-4-9	他们
1-8-5-6-5-0	以为
1-8-5-6-5-1	任何
1-8-5-6-5-2	任性
1-8-5-6-5-3	优惠
1-8-5-6-5-4	会不会
1-8-5-6-5-5	伯劳
1-8-5-6-5-6	估计
1-8-5-6-5-7	但我
1-8-5-6-5-8	作文
1-8-5-6-5-9	你也
1-8-5-6-6-0	你什么
1-8-5-6-6-1	你们
1-8-5-6-6-2	你厉害
1-8-5-6-6-3	你咋
1-8-5-6-6-4	你喜欢
1-8-5-6-6-5	你在
1-8-5-6-6-6	你你好
1-8-5-6-6-7	你妈
1-8-5-6-6-8	你忙吧
1-8-5-6-6-9	你怎么
1-8-5-6-7-0	你伦想
1-8-5-6-7-1	你明天
1-8-5-6-7-2	你还在
1-8-5-6-7-3	備
1-8-5-6-7-4	何是
1-8-5-6-7-5	做完
1-8-5-6-7-6	做爱
1-8-5-6-7-7	公
1-8-5-6-7-8	恙
1-8-5-6-7-9	其他的
1-8-5-6-8-0	内裤
1-8-5-6-8-1	冯冯
1-8-5-6-8-2	减肥
1-8-5-6-8-3	几天
1-8-5-6-8-4	几次
1-8-5-6-8-5	凤凰
1-8-5-6-8-6	出走
1-8-5-6-8-7	分分享
1-8-5-6-8-8	数
1-8-5-6-8-9	分折
1-8-5-6-9-0	刚到
1-8-5-6-9-1	刚才
1-8-5-6-9-2	初中
1-8-5-6-9-3	到哪了
1-8-5-6-9-4	到家
1-8-5-6-9-5	到时候
1-8-5-6-9-6	刷屏
1-8-5-6-9-7	刺客
1-8-5-6-9-8	刺激
1-8-5-6-9-9	前台
1-8-5-7-0-0	办公室
1-8-5-7-0-1	加入
1-8-5-7-0-2	动动漫
1-8-5-7-0-3	努力
1-8-5-7-0-4	区别
1-8-5-7-0-5	医生
1-8-5-7-0-6	逗院
1-8-5-7-0-7	十二点
1-8-5-7-0-8	午安
1-8-5-7-0-9	华为
1-8-5-7-1-0	单号
1-8-5-7-1-1	南京
1-8-5-7-1-2	卫生
1-8-5-7-1-3	原因
1-8-5-7-1-4	去不了
1-8-5-7-1-5	又要
1-8-5-7-1-6	双色球
1-8-5-7-1-7	发红包
1-8-5-7-1-8	取消
1-8-5-7-1-9	变弃编手史
1-8-5-7-2-0	变态
1-8-5-7-2-1	另外
1-8-5-7-2-2	只能
1-8-5-7-2-3	只只要
1-8-5-7-2-4	叫你
1-8-5-7-2-5	可以的呀
1-8-5-7-2-6	可是
1-8-5-7-2-7	可能
1-8-5-7-2-8	吃点
1-8-5-7-2-9	合适
1-8-5-7-3-0	同学
1-8-5-7-3-1	同意
1-8-5-7-3-2	名字
1-8-5-7-3-3	听不懂
1-8-5-7-3-4	哪有
1-8-5-7-3-5	售后
1-8-5-7-3-6	商
1-8-5-7-3-7	啥意思
1-8-5-7-3-8	啪啪
1-8-5-7-3-9	熹
1-8-5-7-4-0	嗯哪
1-8-5-7-4-1	嗯啊
1-8-5-7-4-2	嘻嘻
1-8-5-7-4-3	四川
1-8-5-7-4-4	回事
1-8-5-7-4-5	回去了
1-8-5-7-4-6	回头
1-8-5-7-4-7	回家
1-8-5-7-4-8	回家了
1-8-5-7-4-9	回话
1-8-5-7-5-0	国家
1-8-5-7-5-1	图片
1-8-5-7-5-2	在哪
1-8-5-7-5-3	在哪里
1-8-5-7-5-4	在看
1-8-5-7-5-5	在线
1-8-5-7-5-6	地铁
1-8-5-7-5-7	坏了
1-8-5-7-5-8	堵车
1-8-5-7-5-9	处理
1-8-5-7-6-0	夏天
1-8-5-7-6-1	多大
1-8-5-7-6-2	多少钱
1-8-5-7-6-3	多钱
1-8-5-7-6-4	大融城
1-8-5-7-6-5	太卡
1-8-5-7-6-6	女孩
1-8-5-7-6-7	她们
1-8-5-7-6-8	好像
1-8-5-7-6-9	好像是
1-8-5-7-7-0	好吗
1-8-5-7-7-1	好啦
1-8-5-7-7-2	好快
1-8-5-7-7-3	好想
1-8-5-7-7-4	好无聊
1-8-5-7-7-5	好玩
1-8-5-7-7-6	好看
1-8-5-7-7-7	好评
1-8-5-7-7-8	如果
1-8-5-7-7-9	姥姥
1-8-5-7-8-0	婴儿
1-8-5-7-8-1	媳妇
1-8-5-7-8-2	孕妇
1-8-5-7-8-3	孙子
1-8-5-7-8-4	学姐
1-8-5-7-8-5	学生
1-8-5-7-8-6	孩子
1-8-5-7-8-7	安徽
1-8-5-7-8-8	完全
1-8-5-7-8-9	完美
1-8-5-7-9-0	审核
1-8-5-7-9-1	宫本
1-8-5-7-9-2	害怕
1-8-5-7-9-3	容容易
1-8-5-7-9-4	对
1-8-5-7-9-5	对于
1-8-5-7-9-6	对呀
1-8-5-7-9-7	对面
1-8-5-7-9-8	将就
1-8-5-7-9-9	小伙为小伙伴
1-8-5-8-0-0	小姐姐
1-8-5-8-0-1	小孩
1-8-5-8-0-2	就不
1-8-5-8-0-3	就你
1-8-5-8-0-4	就算
1-8-5-8-0-5	就行
1-8-5-8-0-6	就这样
1-8-5-8-0-7	山东
1-8-5-8-0-8	2资
1-8-5-8-0-9	帮助
1-8-5-8-1-0	干嘛
1-8-5-8-1-1	干嘛呢
1-8-5-8-1-2	平安
1-8-5-8-1-3	应该
1-8-5-8-1-4	开了
1-8-5-8-1-5	开关
1-8-5-8-1-6	开玩笑
1-8-5-8-1-7	开门
1-8-5-8-1-8	@
1-8-5-8-1-9	当然
1-8-5-8-2-0	影多响
1-8-5-8-2-1	很忙
1-8-5-8-2-2	心疼
1-8-5-8-2-3	必须
1-8-5-8-2-4	忘了
1-8-5-8-2-5	忙吧
1-8-5-8-2-6	快了
1-8-5-8-2-7	快来
1-8-5-8-2-8	怎回事
1-8-5-8-2-9	怎样
1-8-5-8-3-0	总共
1-8-5-8-3-1	恶
1-8-5-8-3-2	情况
1-8-5-8-3-3	想吃
1-8-5-8-3-4	想想
1-8-5-8-3-5	愿意
1-8-5-8-3-6	慢慢
1-8-5-8-3-7	成为
1-8-5-8-3-8	我一会
1-8-5-8-3-9	我不
1-8-5-8-4-0	我也不知道
1-8-5-8-4-1	我买
1-8-5-8-4-2	我们
1-8-5-8-4-3	我估计
1-8-5-8-4-4	我先
1-8-5-8-4-5	我先去
1-8-5-8-4-6	我到
1-8-5-8-4-7	我妈
1-8-5-8-4-8	我感觉
1-8-5-8-4-9	我才
1-8-5-8-5-0	我打野
1-8-5-8-5-1	我明天
1-8-5-8-5-2	我爸
1-8-5-8-5-3	我的
1-8-5-8-5-4	我的天
1-8-5-8-5-5	我看
1-8-5-8-5-6	我睡觉了
1-8-5-8-5-7	我老公
1-8-5-8-5-8	我说的
1-8-5-8-5-9	我走了
1-8-5-8-6-0	我跟你
1-8-5-8-6-1	房间
1-8-5-8-6-2	手机号
1-8-5-8-6-3	打的
1-8-5-8-6-4	打针
1-8-5-8-6-5	找人
1-8-5-8-6-6	折腾
1-8-5-8-6-7	报名
1-8-5-8-6-8	报销
1-8-5-8-6-9	拍照
1-8-5-8-7-0	挺好
1-8-5-8-7-1	换个
1-8-5-8-7-2	排名
1-8-5-8-7-3	接下来
1-8-5-8-7-4	推塔
1-8-5-8-7-5	推荐
1-8-5-8-7-6	搞事情
1-8-5-8-7-7	搞得
1-8-5-8-7-8	摸摸
1-8-5-8-7-9	支付宝
1-8-5-8-8-0	支持
1-8-5-8-8-1	改天
1-8-5-8-8-2	教室
1-8-5-8-8-3	散步
1-8-5-8-8-4	数字
1-8-5-8-8-5	数据
1-8-5-8-8-6	新疆
1-8-5-8-8-7	无语
1-8-5-8-8-8	无锡
1-8-5-8-8-9	时间
1-8-5-8-9-0	明早
1-8-5-8-9-1	是呀
1-8-5-8-9-2	是的
1-8-5-8-9-3	晚了
1-8-5-8-9-4	晚点
1-8-5-8-9-5	普通
1-8-5-8-9-6	最后
1-8-5-8-9-7	最近
1-8-5-8-9-8	月亮
1-8-5-8-9-9	有人吗
1-8-5-9-0-0	有时候
1-8-5-9-0-1	有没有
1-8-5-9-0-2	有钱
1-8-5-9-0-3	朋友
1-8-5-9-0-4	来不及
1-8-5-9-0-5	来吧
1-8-5-9-0-6	来我家
1-8-5-9-0-7	杯子
1-8-5-9-0-8	果然
1-8-5-9-0-9	样子
1-8-5-9-1-0	梦见
1-8-5-9-1-1	楚乔传
1-8-5-9-1-2	榴莲
1-8-5-9-1-3	欢迎
1-8-5-9-1-4	欺负
1-8-5-9-1-5	每天
1-8-5-9-1-6	比寨
1-8-5-9-1-7	民族
1-8-5-9-1-8	沟沟通
1-8-5-9-1-9	没人
1-8-5-9-2-0	没什么
1-8-5-9-2-1	没啊
1-8-5-9-2-2	没带
1-8-5-9-2-3	没得
1-8-5-9-2-4	没有了
1-8-5-9-2-5	没有啊
1-8-5-9-2-6	没用
1-8-5-9-2-7	没说
1-8-5-9-2-8	没钱
1-8-5-9-2-9	治疗治疗
1-8-5-9-3-0	洛阳
1-8-5-9-3-1	流程
1-8-5-9-3-2	浪费
1-8-5-9-3-3	深州
1-8-5-9-3-4	滴呢
1-8-5-9-3-5	滴滴滴滴
1-8-5-9-3-6	漂亮
1-8-5-9-3-7	激情
1-8-5-9-3-8	火车
1-8-5-9-3-9	火车票
1-8-5-9-4-0	点了
1-8-5-9-4-1	烤
1-8-5-9-4-2	煞笔
1-8-5-9-4-3	照顾
1-8-5-9-4-4	熟悉
1-8-5-9-4-5	爱我
1-8-5-9-4-6	爷爷
1-8-5-9-4-7	牌子
1-8-5-9-4-8	牛逼
1-8-5-9-4-9	物理
1-8-5-9-5-0	狗狗
1-8-5-9-5-1	猪猪
1-8-5-9-5-2	五昭君
1-8-5-9-5-3	之者
1-8-5-9-5-4	玩手机
1-8-5-9-5-5	玩游戏
1-8-5-9-5-6	改瑰
1-8-5-9-5-7	玻璃
1-8-5-9-5-8	用的
1-8-5-9-5-9	申请
1-8-5-9-6-0	电信
1-8-5-9-6-1	电视
1-8-5-9-6-2	电费
1-8-5-9-6-3	男生
1-8-5-9-6-4	白银
1-8-5-9-6-5	真的
1-8-5-9-6-6	眼睛
1-8-5-9-6-7	睡了
1-8-5-9-6-8	睡会
1-8-5-9-6-9	睡吧
1-8-5-9-7-0	知道
1-8-5-9-7-1	知道啦
1-8-5-9-7-2	短袖
1-8-5-9-7-3	礼物
1-8-5-9-7-4	神经病
1-8-5-9-7-5	离婚
1-8-5-9-7-6	科技
1-8-5-9-7-7	空调
1-8-5-9-7-8	穿越
1-8-5-9-7-9	突然
1-8-5-9-8-0	端午
1-8-5-9-8-1	第二
1-8-5-9-8-2	等一下
1-8-5-9-8-3	等下
1-8-5-9-8-4	签字
1-8-5-9-8-5	米饭
1-8-5-9-8-6	类似
1-8-5-9-8-7	经常
1-8-5-9-8-8	结局
1-8-5-9-8-9	给个
1-8-5-9-9-0	给他们
1-8-5-9-9-1	给我
1-8-5-9-9-2	网址
1-8-5-9-9-3	网易
1-8-5-9-9-4	网游
1-8-5-9-9-5	美女
1-8-5-9-9-6	美颜
1-8-5-9-9-7	羡慕
1-8-5-9-9-8	老家
1-8-5-9-9-9	老师
1-8-6-0-0-0	老弟
1-8-6-0-0-1	老爸
1-8-6-0-0-2	而已
1-8-6-0-0-3	聊聊
1-8-6-0-0-4	肯德基
1-8-6-0-0-5	至少
1-8-6-0-0-6	含不得
1-8-6-0-0-7	苏州
1-8-6-0-0-8	蓝色
1-8-6-0-0-9	蜂蜜
1-8-6-0-1-0	行不
1-8-6-0-1-1	行吧
1-8-6-0-1-2	行政
1-8-6-0-1-3	街道
1-8-6-0-1-4	衣服
1-8-6-0-1-5	被我
1-8-6-0-1-6	裤子
1-8-6-0-1-7	要求
1-8-6-0-1-8	觉得
1-8-6-0-1-9	计划
1-8-6-0-2-0	记忆
1-8-6-0-2-1	诞文
1-8-6-0-2-2	试卷
1-8-6-0-2-3	语音
1-8-6-0-2-4	说吧
1-8-6-0-2-5	说明
1-8-6-0-2-6	说话
1-8-6-0-2-7	说说
1-8-6-0-2-8	诸葛
1-8-6-0-2-9	谢谢
1-8-6-0-3-0	财务
1-8-6-0-3-1	账号
1-8-6-0-3-2	资源
1-8-6-0-3-3	走吧
1-8-6-0-3-4	走
1-8-6-0-3-5	走路
1-8-6-0-3-6	越来
1-8-6-0-3-7	多玉
1-8-6-0-3-8	多份证
1-8-6-0-3-9	身违
1-8-6-0-4-0	多高
1-8-6-0-4-1	转发
1-8-6-0-4-2	转转
1-8-6-0-4-3	辅助
1-8-6-0-4-4	过年
1-8-6-0-4-5	运行
1-8-6-0-4-6	运运弗运费
1-8-6-0-4-7	这不睡
1-8-6-0-4-8	还得
1-8-6-0-4-9	还是
1-8-6-0-5-0	还要
1-8-6-0-5-1	还说
1-8-6-0-5-2	这个
1-8-6-0-5-3	这么
1-8-6-0-5-4	这款
1-8-6-0-5-5	这种
1-8-6-0-5-6	这话
1-8-6-0-5-7	进去
1-8-6-0-5-8	通过
1-8-6-0-5-9	那些
1-8-6-0-6-0	那会
1-8-6-0-6-1	那就好
1-8-6-0-6-2	邮政
1-8-6-0-6-3	都是
1-8-6-0-6-4	都可以
1-8-6-0-6-5	都没课
1-8-6-0-6-6	配件
1-8-6-0-6-7	里面
1-8-6-0-6-8	全额
1-8-6-0-6-9	阿姨
1-8-6-0-7-0	随生人
1-8-6-0-7-1	陕西
1-8-6-0-7-2	陪我
1-8-6-0-7-3	随意
1-8-6-0-7-4	集团
1-8-6-0-7-5	露娜
1-8-6-0-7-6	非常
1-8-6-0-7-7	面前
1-8-6-0-7-8	面试
1-8-6-0-7-9	韩国
1-8-6-0-8-0	项目
1-8-6-0-8-1	领导
1-8-6-0-8-2	饭店
1-8-6-0-8-3	香港
1-8-6-0-8-4	高跟鞋
1-8-6-0-8-5	高速
1-8-6-0-8-6	鸡巴
1-8-6-0-8-7	麻痹
1-8-6-0-8-8	黑色
1-8-6-0-8-9	一万
1-8-6-0-9-0	一下
1-8-6-0-9-1	一个月
1-8-6-0-9-2	一号
1-8-6-0-9-3	圈
1-8-6-0-9-4	块
1-8-6-0-9-5	一年
1-8-6-0-9-6	样
1-8-6-0-9-7	一看
1-8-6-0-9-8	般
1-8-6-0-9-9	顿
1-8-6-1-0-0	可能
1-8-6-1-0-1	三个
1-8-6-1-0-2	三点
1-8-6-1-0-3	上午
1-8-6-1-0-4	上去
1-8-6-1-0-5	下个
1-8-6-1-0-6	下了
1-8-6-1-0-7	下单
1-8-6-1-0-8	下去
1-8-6-1-0-9	下雨
1-8-6-1-1-0	下面
1-8-6-1-1-1	不不不
1-8-6-1-1-2	不出来
1-8-6-1-1-3	不可能
1-8-6-1-1-4	不吃
1-8-6-1-1-5	不好
1-8-6-1-1-6	不好玩
1-8-6-1-1-7	不好看
1-8-6-1-1-8	不少
1-8-6-1-1-9	不得
1-8-6-1-2-0	不打扰
1-8-6-1-2-1	不敢
1-8-6-1-2-2	不来了
1-8-6-1-2-3	不清楚
1-8-6-1-2-4	不热
1-8-6-1-2-5	不玩
1-8-6-1-2-6	不玩了
1-8-6-1-2-7	不要
1-8-6-1-2-8	不许
1-8-6-1-2-9	不足
1-8-6-1-3-0	不错
1-8-6-1-3-1	不骚扰
1-8-6-1-3-2	专业
1-8-6-1-3-3	东北乱炖
1-8-6-1-3-4	东西
1-8-6-1-3-5	个
1-8-6-1-3-6	中心
1-8-6-1-3-7	中考
1-8-6-1-3-8	为了
1-8-6-1-3-9	为什么
1-8-6-1-4-0	主宰
1-8-6-1-4-1	么么
1-8-6-1-4-2	之后
1-8-6-1-4-3	也在
1-8-6-1-4-4	也是
1-8-6-1-4-5	也有
1-8-6-1-4-6	二十
1-8-6-1-4-7	亚瑟
1-8-6-1-4-8	亲亲
1-8-6-1-4-9	人了
1-8-6-1-5-0	人机
1-8-6-1-5-1	人生
1-8-6-1-5-2	什么
1-8-6-1-5-3	从来
1-8-6-1-5-4	他们
1-8-6-1-5-5	代理
1-8-6-1-5-6	以上
1-8-6-1-5-7	价格
1-8-6-1-5-8	任务
1-8-6-1-5-9	企业
1-8-6-1-6-0	会员
1-8-6-1-6-1	会议
1-8-6-1-6-2	位置
1-8-6-1-6-3	低调
1-8-6-1-6-4	作业
1-8-6-1-6-5	你不会
1-8-6-1-6-6	你不要
1-8-6-1-6-7	你个
1-8-6-1-6-8	你也
1-8-6-1-6-9	你了
1-8-6-1-7-0	你今天
1-8-6-1-7-1	你别
1-8-6-1-7-2	你厉害
1-8-6-1-7-3	你啥时候
1-8-6-1-7-4	你想
1-8-6-1-7-5	你用
1-8-6-1-7-6	你的
1-8-6-1-7-7	你给
1-8-6-1-7-8	你能
1-8-6-1-7-9	你认识
1-8-6-1-8-0	你说呢
1-8-6-1-8-1	你过来
1-8-6-1-8-2	你还有
1-8-6-1-8-3	你这是
1-8-6-1-8-4	你这样
1-8-6-1-8-5	佩服
1-8-6-1-8-6	俄罗斯
1-8-6-1-8-7	倒是
1-8-6-1-8-8	借钱
1-8-6-1-8-9	做好
1-8-6-1-9-0	做的
1-8-6-1-9-1	健康
1-8-6-1-9-2	傻瓜
1-8-6-1-9-3	兔子
1-8-6-1-9-4	公交
1-8-6-1-9-5	六个
1-8-6-1-9-6	关了
1-8-6-1-9-7	关心
1-8-6-1-9-8	内裤
1-8-6-1-9-9	再去
1-8-6-2-0-0	再来
1-8-6-2-0-1	再见
1-8-6-2-0-2	写作业
1-8-6-2-0-3	准时
1-8-6-2-0-4	凉凉
1-8-6-2-0-5	凉鞋
1-8-6-2-0-6	几号
1-8-6-2-0-7	分手
1-8-6-2-0-8	初中
1-8-6-2-0-9	糊账
1-8-6-2-1-0	前天
1-8-6-2-1-1	办法
1-8-6-2-1-2	加个
1-8-6-2-1-3	医生
1-8-6-2-1-4	半个
1-8-6-2-1-5	半天
1-8-6-2-1-6	华为
1-8-6-2-1-7	卡了
1-8-6-2-1-8	卫生
1-8-6-2-1-9	卷子
1-8-6-2-2-0	去不去
1-8-6-2-2-1	去吧
1-8-6-2-2-2	去年
1-8-6-2-2-3	发到
1-8-6-2-2-4	发现
1-8-6-2-2-5	发货
1-8-6-2-2-6	受不了
1-8-6-2-2-7	变化
1-8-6-2-2-8	只有
1-8-6-2-2-9	叫我
1-8-6-2-3-0	可爱
1-8-6-2-3-1	吃完了
1-8-6-2-3-2	吃屎
1-8-6-2-3-3	吃点
1-8-6-2-3-4	吃饭了
1-8-6-2-3-5	同乐
1-8-6-2-3-6	同学
1-8-6-2-3-7	同时
1-8-6-2-3-8	后羿
1-8-6-2-3-9	后面
1-8-6-2-4-0	呃呃
1-8-6-2-4-1	咋样
1-8-6-2-4-2	咱们
1-8-6-2-4-3	咱俩
1-8-6-2-4-4	品牌
1-8-6-2-4-5	哈喽
1-8-6-2-4-6	哦哦
1-8-6-2-4-7	哪了
1-8-6-2-4-8	哪天
1-8-6-2-4-9	哪种
1-8-6-2-5-0	哪里
1-8-6-2-5-1	哭了
1-8-6-2-5-2	啊啊啊
1-8-6-2-5-3	啤酒
1-8-6-2-5-4	啥意思
1-8-6-2-5-5	啧啧啧
1-8-6-2-5-6	嗯啊
1-8-6-2-5-7	嘿嘿嘿
1-8-6-2-5-8	噢噢
1-8-6-2-5-9	回到
1-8-6-2-6-0	回去了
1-8-6-2-6-1	回家
1-8-6-2-6-2	回来了
1-8-6-2-6-3	困了
1-8-6-2-6-4	图片
1-8-6-2-6-5	在家
1-8-6-2-6-6	在这
1-8-6-2-6-7	地图
1-8-6-2-6-8	坚持
1-8-6-2-6-9	垃圾
1-8-6-2-7-0	型号
1-8-6-2-7-1	声音
1-8-6-2-7-2	多的
1-8-6-2-7-3	多长时间啊
1-8-6-2-7-4	够了
1-8-6-2-7-5	大家
1-8-6-2-7-6	大概
1-8-6-2-7-7	失眠
1-8-6-2-7-8	头像
1-8-6-2-7-9	头疼
1-8-6-2-8-0	套路
1-8-6-2-8-1	女神
1-8-6-2-8-2	她们
1-8-6-2-8-3	好不好
1-8-6-2-8-4	好像
1-8-6-2-8-5	好听
1-8-6-2-8-6	好多
1-8-6-2-8-7	好想
1-8-6-2-8-8	好无聊
1-8-6-2-8-9	如何
1-8-6-2-9-0	姨妈
1-8-6-2-9-1	婷婷
1-8-6-2-9-2	学习
1-8-6-2-9-3	安徽
1-8-6-2-9-4	安排
1-8-6-2-9-5	安装
1-8-6-2-9-6	官网
1-8-6-2-9-7	实在
1-8-6-2-9-8	客户
1-8-6-2-9-9	家人
1-8-6-3-0-0	家庭
1-8-6-3-0-1	家里
1-8-6-3-0-2	宿舍
1-8-6-3-0-3	对你
1-8-6-3-0-4	对吗
1-8-6-3-0-5	对吧
1-8-6-3-0-6	对象
1-8-6-3-0-7	将来
1-8-6-3-0-8	小伙子
1-8-6-3-0-9	小孩
1-8-6-3-1-0	小时
1-8-6-3-1-1	就去
1-8-6-3-1-2	就想
1-8-6-3-1-3	就要
1-8-6-3-1-4	就这
1-8-6-3-1-5	尴尬
1-8-6-3-1-6	已经
1-8-6-3-1-7	市场
1-8-6-3-1-8	带着
1-8-6-3-1-9	帮忙
1-8-6-3-2-0	干什么
1-8-6-3-2-1	干啥
1-8-6-3-2-2	干活
1-8-6-3-2-3	平安
1-8-6-3-2-4	年级
1-8-6-3-2-5	应聘
1-8-6-3-2-6	店里
1-8-6-3-2-7	店长
1-8-6-3-2-8	建行
1-8-6-3-2-9	开工
1-8-6-3-3-0	开门
1-8-6-3-3-1	弟弟
1-8-6-3-3-2	很难
1-8-6-3-3-3	微微
1-8-6-3-3-4	忙吗
1-8-6-3-3-5	快点
1-8-6-3-3-6	快递
1-8-6-3-3-7	您好
1-8-6-3-3-8	侣
1-8-6-3-3-9	想想
1-8-6-3-4-0	慢慢
1-8-6-3-4-1	我们
1-8-6-3-4-2	我会
1-8-6-3-4-3	我刚刚
1-8-6-3-4-4	我喜欢
1-8-6-3-4-5	我家网
1-8-6-3-4-6	我就是
1-8-6-3-4-7	我怎么
1-8-6-3-4-8	我把
1-8-6-3-4-9	我明天
1-8-6-3-5-0	我朋友
1-8-6-3-5-1	我本来
1-8-6-3-5-2	我的
1-8-6-3-5-3	我真的
1-8-6-3-5-4	我知道了
1-8-6-3-5-5	我说
1-8-6-3-5-6	我还
1-8-6-3-5-7	我这里
1-8-6-3-5-8	手机
1-8-6-3-5-9	手机号
1-8-6-3-6-0	手续
1-8-6-3-6-1	打了
1-8-6-3-6-2	打电话
1-8-6-3-6-3	打野
1-8-6-3-6-4	扣扣
1-8-6-3-6-5	找了
1-8-6-3-6-6	技能
1-8-6-3-6-7	报价
1-8-6-3-6-8	报销
1-8-6-3-6-9	抽屉
1-8-6-3-7-0	担心
1-8-6-3-7-1	拍的
1-8-6-3-7-2	拖鞋
1-8-6-3-7-3	挣钱
1-8-6-3-7-4	挺好
1-8-6-3-7-5	挺好的
1-8-6-3-7-6	拗饰
1-8-6-3-7-7	排
1-8-6-3-7-8	接你
1-8-6-3-7-9	提供
1-8-6-3-8-0	提成
1-8-6-3-8-1	摸摸
1-8-6-3-8-2	操作
1-8-6-3-8-3	收藏
1-8-6-3-8-4	收费
1-8-6-3-8-5	放学
1-8-6-3-8-6	放心吧
1-8-6-3-8-7	教室
1-8-6-3-8-8	教育教育
1-8-6-3-8-9	数字
1-8-6-3-9-0	数量
1-8-6-3-9-1	文件
1-8-6-3-9-2	新的
1-8-6-3-9-3	无法
1-8-6-3-9-4	日子
1-8-6-3-9-5	早就
1-8-6-3-9-6	时代
1-8-6-3-9-7	明
1-8-6-3-9-8	明明
1-8-6-3-9-9	明晚
1-8-6-4-0-0	星期
1-8-6-4-0-1	昨天
1-8-6-4-0-2	是个
1-8-6-4-0-3	是啊
1-8-6-4-0-4	是我
1-8-6-4-0-5	晓得
1-8-6-4-0-6	晚上
1-8-6-4-0-7	智能
1-8-6-4-0-8	暴雨
1-8-6-4-0-9	最强
1-8-6-4-1-0	有个
1-8-6-4-1-1	有什么
1-8-6-4-1-2	有吗
1-8-6-4-1-3	朋友
1-8-6-4-1-4	朋友圈
1-8-6-4-1-5	服务器服务器
1-8-6-4-1-6	本来
1-8-6-4-1-7	桧
1-8-6-4-1-8	来不来
1-8-6-4-1-9	来的
1-8-6-4-2-0	来着
1-8-6-4-2-1	果然
1-8-6-4-2-2	根本
1-8-6-4-2-3	桌子
